
 Bigram NP 
major service 1
our guide 1
• create 1
valuable expertise 1
fact-based performance 1
independent audit 1
national importance 1
crucial information 1
south florida 1
post-disaster assistance 1
it human 1
governmentwide basis 1
results-oriented government 1
rural development 1
single individual 1
organization show 1
innovative use 1
their field 1
same analysis 1
henry mintzberg 1
organizationwide performance 1
it goal 1
important information 1
it future 1
integrate management 1
new statutory 1
other agency 1
appropriate process 1
whole picture 1
army corp 1
organizational competencies.31 1
many health 1
lead time 1
project manager 1
organizational culture 1
their government 1
final section 1
subsequent processing 1
possible exclusion 1
financial accountability 1
seriously-which help 1
their budgets.20 1
national academy 1
intense criticism 1
individual behavior 1
challenging task 1
political appointees.25 1
low vaccination 1
southern california 1
same period 1
reinforce accountability 1
our country 1
north carolina 1
budgeting report 1
occasional event 1
new york 1
maintenance program 1
multiple priority 1
proposed staff 1
first class 1
flood insurance 1
strategic thinking 1
entry-level crew 1
bureaucratic organization 1
businesslike framework 1
address correction 1
our study 1
organizational learning 1
gao june 1
significant injury 1
last decade 1
realistic improvement 1
their home 1
content preface 1
unified effort.34 1
r. shame 1
circular no 1
radioactive waste 1
related gao 1
time-the agency 1
foreign governments.36 1
civil emergency 1
done-will present 1
other hand 1
strategic information 1
frees staff 1
time-consuming task 1
appropriate performance 1
representative sample 1
first copy 1
appropriate degree 1
strong commitment 1
essential link 1
early progress 1
paper-driven exercise 1
principles-goal setting 1
management issue 1
important tool 1
federal spending 1
governmentwide success 1
costs-for instance 1
hard look 1
detailed discussion 1
current work 1
formal guidance 1
additional guidance 1
formal recognition 1
assign accountability 1
direct linkage 1
practice-may find 1
severe weather 1
successful implementation 1
fundamental building 1
total import 1
gross budget 1
federal agencies-away 1
outcome-the agency 1
it business 1
program evaluation 1
trade office 1
sufficient flexibility 1
much change 1
direct relationship 1
inclusive process 1
overall agency 1
such agreement 1
operational authority 1
federal food 1
critical aspect 1
local government 1
detailed description 1
high risk 1
cardiac surgery 1
it disaster 1
results-oriented organization 1
first one 1
statutory mission 1
potential danger 1
it commitment 1
presidential reorganization 1
accurate hurricane 1
g100 united 1
first round 1
change belief 1
eighty-nine engineering 1
federal disaster 1
coordinated effort 1
unreported injury 1
issue critical 1
their differing 1
daily list 1
adequate program 1
long-range planning 1
understanding government 1
comprehensive review 1
their knowledge 1
real work 1
real growth 1
e-mail message 1
29organizational culture 1
agency's program 1
it accuracy 1
their investment 1
different information 1
data-the agency 1
general usefulness 1
fax number 1
individual program 1
excessive number 1
medical attention 1
difficult challenge 1
execution system 1
it installation 1
it organization 1
new hurricane 1
fiscal accountability 1
clear connection 1
custom service-the 1
nontechnical reader-that 1
24-hour lead 1
private use 1
it budget 1
government reform 1
modern information 1
our observation 1
data-which show 1
organizational performance.35 1
performance measure 1
their review 1
their success 1
acceptable level 1
major agency 1
major finding 1
phased implementation 1
it plan 1
overall effectiveness 1
several category 1
various management 1
tribal government 1
air force-consist 1
demonstrate result 1
federal response 1
postoperative hospital 1
unanticipated program 1
accepted government 1
comprehensive management 1
legislative basis 1
ongoing effort 1
their commitment 1
real value 1
first year 1
central laboratory 1
concerted effort 1
michael brostek 1
appropriate authority 1
organization's success 1
senior career 1
long run 1
successful management 1
their policy 1
agency's report 1
core process 1
effective organization 1
annual report 1
large body 1
federal programs.23 1
hurricane andrew 1
internal management 1
subsequent year 1
new approach 1
their management 1
federal contribution 1
their relationship 1
live classroom 1
it safety 1
it culture 1
new part 1
serious neglect 1
it approach 1
26organizational culture 1
it foundation 1
information flow 1
are limited 1
strategic plan-that 1
confusing excess 1
health-can require 1
their staffs-remembering 1
reliable crash 1
dc order 1
it statewide 1
principal mission 1
marine corp 1
federal deficit 1
extensive use 1
congressional action 1
1improving government 1
special attention 1
private innovation 1
continuous improvement 1
23financial management 1
historical perspective 1
individual performance 1
consistent data 1
active duty 1
their tax 1
single source 1
it goals.8 1
new challenge 1
environmental information 1
small inpatient 1
u.s. army 1
vital few 1
federal government's 1
st. nw 1
it mission-effectiveness 1
reported towing 1
substantial promise 1
little rock 1
user-friendly manner 1
external information 1
environmental protection 1
integrated approach 1
significant decline 1
federal manager 1
well-defined mission 1
following address 1
assistant director 1
it activity 1
physical condition 1
standard format 1
a report 1
descriptive information 1
their mortality 1
environmental monitoring 1
human error 1
it oversight 1
project staff 1
fatal pneumonia 1
large extent 1
future performance 1
overall trophy 1
annual program 1
urban institute 1

 Trigram NP 
gpra implementation committee 5
chief financial officer 5
result act practice 4
general estimate system 4
it annual performance 4
federal management reform 4
their results-oriented management 2
it marine safety 2
veteran health administration 2
national performance review 2
their annual performance 2
primary legislative framework 1
overall federal government 1
result act experience 1
customarily high rate 1
it fiscal year 1
previous fiscal year 1
protection agency involving 1
successful results-oriented organizations- 1
it desired outcomes-reduction 1
their strategic planning 1
• present performance 1
third key step 1
their overall performance 1
improve service delivery 1
their new authority 1
intense public scrutiny 1
full-time equivalent staff 1
a gao-sponsored symposium 1
army materiel command 1
first annual performance 1
other relevant information 1
useful self-assessment tool 1
many forces-both inside 1
certain top leadership 1
new fiscal year 1
identify performance gap 1
free trade agreement 1
it own environment 1
appendix iii major 1
gpra performance report 1
enhance management reform 1
first step-define mission 1
effective federal government 1
it own course 1
it lead time 1
j. christopher mihm 1
appendix ii objective 1
their fiscal year 1
excessive diagnostic testing 1
integrate management reform 1
army research laboratory 1
their cumulative effect 1
single overriding issue 1
management improvement effort 1
it other education 1
new outpatient program 1
environmental protection agency 1
major federal agency 1
federal financial management 1
our other management 1
major foodborne illnesses.3 1
it statewide information 1
financial officer council 1
minnesota trade office 1
it civil operation 1
designing accountability provision 1
gpra pilot project 1
it first business 1
it organizational structure 1
prentice hall international 1
financial integrity act 1
official business penalty 1
chief financial officers' 1
complex political environment 1
it medical center 1
third step-use performance 1
second key step 1
american lung association 1
their incomplete status 1
philadelphia regional office 1
it pneumonia immunization 1
their organizations-can influence 1
overarching legislative mission 1
result act congress 1
u.s. army corp 1
important stride forward 1
result act omb 1
it short-term warning 1
total quality management 1
their statutory intent 1
it specific environment 1
robert w. carey 1
previous medical history 1
prompt payment act 1
bowsher comptroller general 1
broad environmental goal 1
federal highway administration 1
their ideal performance 1
result act putting 1
their human resource 1
performance report gpra 1

 Unigram NP 
performance 142
gpra 87
agency 75
information 61
program 52
congress 43
management 41
omb 28
example 25
mission 23
budget 21
vha 21
report 20
state 20
organization 20
measurement 20
number 19
cost 17
epa 17
percent 17
nhtsa 16
may 15
dec. 15
government 15
quality 14
plan 14
guide 14
time 14
use 13
planning 13
result 13
fema 13
addition 13
technology 13
practice 12
training 12
basis 12
success 12
authority 12
public 11
va 11
effort 11
goal 11
accountability 11
part 11
arl 11
progress 11
noaa 11
june 11
environment 10
dod 10
staff 10
executive 10
department 10
safety 9
case 9
united 9
reform 9
improvement 9
industry 9
year 9
way 9
corp 8
vehicle 8
office 8
effectiveness 8
pilot 8
focus 7
flexibility 7
customer 7
response 7
funding 7
feb. 7
need 7
set 7
budgeting 7
extent 7
money 7
level 6
motor 6
discussion 6
service 6
march 6
act 6
branch 6
reorganization 6
trend 5
process 5
mar 5
collection 5
trade 5
status 5
evaluation 5
statement 5
accuracy 5
fact 5
implementation 5
requirement 5
gao 5
analysis 5
rate 4
degree 4
experience 4
work 4
travel 4
date 4
president 4
data 4
committee 4
nation 4
measure 4
health 4
u.s. 4
• 4
care 4
request 4
guidance 4
activity 4
country 4
community 4
initiative 4
administration 4
development 4
reporting 4
director 4
database 4
page 4
business 4
leadership 4
spending 4
support 4
custom 4
towing 4
jan. 4
staffing 3
risk 3
fall 3
list 3
water 3
amount 3
apr 3
army 3
today 3
sort 3
course 3
laboratory 3
foundation 3
strategic 3
district 3
preparation 3
future 3
order 3
principle 3
culture 3
project 3
ability 3
defense 3
connection 3
mitigation 3
gmra 3
gap 3
value 3
procurement 3
consistency 3
veteran 3
loss 3
decisionmaking 3
output 3
hurricane 3
gao/ggd-95-120 3
unit 3
agreement 3
gao/ggd-96-35 3
weather 3
involvement 3
link 3
role 3
groundwork 2
lack 2
gao/t-ggd-96-79 2
cfo 2
accomplishment 2
past 2
cargo 2
movement 2
exchange 2
understanding 2
visit 2
scope 2
oregon 2
account 2
gao/ggd/aimd-96-50 2
figure 2
minimum 2
council 2
end 2
gao/t-ggd-95-193 2
methodology 2
testimony 2
internet 2
responsibility 2
turnover 2
september 2
texas 2
framework 2
day 2
january 2
series 2
event 2
canada 2
research 2
highway 2
allocation 2
estimate 2
advance 2
place 2
gao/pemd-95-1 2
system 2
draft 2
relationship 2
population 2
target 2
instruction 2
aug. 2
mind 2
majority 2
potential 2
achievement 2
gao/t-aimd-96-10 2
knowledge 2
resource 2
gao/ggd-96-66r 2
respond 2
timeliness 2
review 2
approach 2
fatality 2
gao/aimd/ggd-95-130r 2
stakeholder 2
efficiency 2
expense 2
comment 2
point 2
period 2
preparedness 2
create 2
reduction 2
waste 2
gao/t-ggd/aimd-95-166 2
define 2
sound 2
governmentwide 2
property 2
return 2
productivity 2
satellite 2
columbia 2
d.c. 2
workforce 2
model 2
gao/ggd-95-22 2
coordination 2
danger 2
australia 2
security 2
employment 2
sustain 2
core 2
illustration 2
pressure 2
range 2
block 2
baseline 2
attrition 2
maintenance 2
delivery 2
info 2
official 2
gao/t-ggd/aimd-95-187 2
intent 2
structure 2
building 2
concept 1
preface 1
responsibility-linked 1
responsiveness 1
everything 1
disposal 1
flash 1
cabinet-level 1
md 1
pilots-demonstrate 1
rise 1
consolidation 1
application 1
difference 1
synergy 1
//www.gao.gov 1
item 1
excellence 1
force 1
consistent 1
welfare 1
www.gao.gov 1
corner 1
port 1
assistance 1
access 1
today-one 1
budget-to 1
capital 1
ground 1
contrast 1
body 1
full 1
transportation 1
refinement 1
studio 1
november 1
earthquake 1
interpret 1
box 1
outgrowth 1
shift 1
study 1
justice 1
graph 1
ineffectiveness 1
engineer 1
technique 1
gao/ggd-91-74 1
county 1
reinvention 1
market 1
e.g. 1
beginning 1
lessening 1
call 1
injury 1
type 1
infrastructure 1
phone 1
appendix 1
agency's 1
document 1
sample 1
room 1
science 1
challenge 1
gao/aimd-94-115 1
nonstatutory 1
control 1
heart 1
programming 1
share 1
involve 1
something 1
sense 1
services-are 1
keep 1
damage 1
significance 1
symposium 1
economy 1
description 1
aging 1
lay 1
recovery 1
attempt 1
long-range 1
light 1
documentation 1
operate 1
feedback 1
essence 1
responsive 1
existence 1
group 1
production 1
comply 1
statement-what 1
mail 1
crash 1
food 1
washington 1
half 1
february 1
workload 1
university 1
capability 1
gao/afmd-93-41 1
mastercard 1
society 1
literature 1
navy 1
operation 1
network 1
performanceinformation 1
gao/aimd/ggd-94-90br 1
evacuation 1
sept. 1
gao/hehs-95-74 1
effect 1
reason 1
hand 1
marine 1
realignment 1
florida 1
viewing 1
round 1
thing 1
threat 1
promotion 1
devolve 1
childhood 1
benchmarking 1
management-that 1
revenue 1
legislation 1
arl's 1
gao/ggd-91-59 1
done 1
submit 1
dod's 1
size 1
top 1
indicate 1
measures.15 1
lot 1
season 1
ambulatory 1
proficiency 1
feasibility 1
accordance 1
justifications.12 1
outcome 1
acquisition 1
gathering 1
illness 1
modern 1
inpatient 1
traditionally 1
gao/nsiad-94-193 1
latter 1
incentive 1
investment 1
system-is 1
sure 1
visa 1
phase 1
volume 1
average 1
gao/nsiad-92-105 1
duplication 1
section 1
reserve 1
summer 1
text 1
charles 1
gao/t-ggd-93-9 1
earth 1
fear 1
availability 1
decade 1
impact 1
menu 1
winner 1
minnesota 1
gao/hrd-90-109 1
elevation 1
gao/t-ggd/aimd-95-158 1
treasury 1
employee 1
adequate 1
accurate 1
notation 1
etc. 1
instance 1
merchandise 1
summary 1
goals.18 1
vision 1
gao/aimd-95-226 1
disaster 1
notice 1
roadmap 1
gao/ocg-93-3tr 1
proliferation 1
surgery 1
concern 1
capacity 1
federal 1
irs 1
forecast 1
realign 1
identification 1
attention 1
importance 1
job 1
key 1
approval 1
linkage 1
accident 1
policy 1
uncertainty 1
april 1
overview 1
satisfaction 1
decline 1
change 1
interest 1
field 1
life 1
partnership 1
champion 1
fund 1
coherent 1
determination 1
commerce 1
align 1
prominence 1
inefficiency 1
behavior 1
discretion 1
situation 1
flooding 1
perpetuate 1
outcomes.9 1
reasonableness 1
orientation 1
gao/ggd-95-167fs 1
encouragement 1
ii 1
policyholders-something 1
severity 1
credit 1
pay 1
step.6 1
inventory 1
outcomes-is 1
material 1
upon 1
companion 1
statutory 1
purpose 1
tariff 1
413-0006 1
cost-effectiveness 1
center 1
gao/ggd-94-115fs 1
contact 1
relief 1
landmark 1
prevention 1
unified 1
gao/t-rced-94-71 1
demands.11 1
rest 1
shape 1
identify 1
human 1
using 1
stewardship 1
alternative 1
equipment 1
location 1
relevance 1
input 1
virginia 1
traffic 1
vacuum 1
press 1
world 1
information.16 1
submission 1
consensus 1
accessible 1
function.13 1
superintendent 1
habitat 1
ofmarine 1
export 1
level-noaa 1
lead 1
overlap 1
connecting 1
leader 1
patient 1
schedule 1
tdd 1
step 1
gao/t-ocg-95-2 1
stay 1
panel 1
corps' 1
http 1
pollution 1
battlefield 1
appropriate 1
registration 1
span 1
question 1
fast 1
start 1
war 1
synthesis 1
fiscal 1
head 1
failure 1
line 1
nov. 1
october 1
gpra.7 1
problem 1
cd-rom 1
passenger 1
flow 1
influence 1
general 1
touchtone 1
diverse 1
file 1
organizational 1
education 1
check 1
goal-setting 1
streamlining 1
completeness 1
variety 1
crises.10 1
setting 1
nw 1
picture 1
gao/t-ocg-94-1 1
outreach 1
a. 1
land 1
age 1
arkansas 1

 Arbitary length NP 
information technology management reform act 3
result act case illustration 3
national environmental goal project 3
fatal accident reporting system 2
achieve cfo act goal 2
mission performance through strategic information management 2
national highway traffic safety administration 2
government management reform act 2
federal emergency management agency 2
objective requires strong congressional role 2
army research laboratory taken 1
report performance information case illustration 1
it 28-day inpatient detoxification 1
federal acquisition streamlining act 1
fee paid gao permit no 1
fmfia [ federal managers' financial integrity act ] 1
u.s. general accounting office p.o 1
change dod inventory management culture 1
civil work directorate's operation 1
stephen altman thomas m. beall barbara h. bordelon janet c. eackloff carolyn j. hill donna m. lei victoria m. o'dea dorothy l. self katherine m. wheeler related gao 1
general accounting office washington 1
u.s.-canada free trade agreement 1
general accounting office comptroller general 1
was-and remains-an enormous challenge 1
external peer review program 1
robert w. carey quality award 1
executive guide l. nye stevens 1
world wide web home page 1
streamlining governmentwide statutory report 1
executive schedule position requiring senate confirmation 1
u.s. general accounting officewashington 1
chief financial officer council 1
printed on recycled paper bulk rate postage 1
it desired outcomes-a reduction 1
strategic management process would improve service 1
it core processes-for example 1
result act g ao 1
it first agencywide strategic planning 1
result act abbreviation introduction a changing environment demand federal management reform 1
